generation,rank_1,rank_2,swapAccepted
27151000,1,3,0
27152000,1,2,0
27153000,2,3,0
27154000,2,4,0
27155000,1,3,0
27156000,3,4,0
27157000,1,4,0
27158000,1,2,0
27159000,2,4,0
27160000,3,4,0
27161000,3,4,0
27162000,1,3,0
27163000,1,4,0
27164000,2,4,0
27165000,3,4,0
27166000,2,3,0
27167000,2,4,0
27168000,2,3,0
27169000,3,4,0
27170000,1,3,0
27171000,2,3,0
27172000,3,4,0
27173000,2,4,0
27174000,1,3,0
27175000,1,2,0
27176000,1,2,0
27177000,1,2,0
27178000,3,4,0
27179000,2,4,0
27180000,1,2,0
27181000,1,4,0
27182000,1,3,0
27183000,2,3,0
27184000,1,2,0
27185000,1,4,0
27186000,2,3,0
27187000,1,4,0
27188000,2,4,0
27189000,2,3,0
27190000,1,2,0
27191000,1,3,0
27192000,3,4,0
27193000,3,4,0
27194000,2,3,0
27195000,1,3,0
27196000,2,3,0
27197000,2,3,0
27198000,3,4,0
27199000,2,3,0
27200000,1,3,0
27201000,2,3,0
27202000,1,3,0
27203000,1,4,0
27204000,1,4,0
27205000,2,3,0
27206000,1,3,0
27207000,1,3,0
27208000,1,4,0
27209000,1,3,0
27210000,1,3,0
27211000,1,3,0
27212000,2,3,0
27213000,1,4,0
27214000,1,2,0
27215000,1,4,0
27216000,1,3,0
27217000,2,3,0
27218000,1,2,0
27219000,1,2,0
27220000,2,3,0
27221000,1,3,0
27222000,1,2,0
27223000,1,2,0
27224000,1,3,0
27225000,2,4,0
27226000,1,2,0
27227000,2,3,0
27228000,1,4,0
27229000,2,4,0
27230000,2,3,0
27231000,1,3,0
27232000,2,3,0
27233000,2,3,0
27234000,2,4,0
27235000,3,4,0
27236000,1,3,0
27237000,2,4,0
27238000,1,3,0
27239000,3,4,0
27240000,1,3,0
27241000,2,4,0
27242000,1,4,0
27243000,2,3,0
27244000,3,4,0
27245000,1,4,0
27246000,2,3,0
27247000,1,2,0
27248000,1,2,0
27249000,2,4,0
27250000,2,4,0
27251000,2,4,0
27252000,1,2,0
27253000,1,2,0
27254000,1,2,0
27255000,1,4,0
27256000,1,2,0
27257000,1,3,0
27258000,1,3,0
27259000,2,3,0
27260000,2,4,0
27261000,1,2,0
27262000,2,3,0
27263000,1,4,0
27264000,1,2,0
27265000,1,4,0
27266000,1,2,0
27267000,3,4,0
27268000,3,4,0
27269000,1,2,0
27270000,1,3,0
27271000,3,4,0
27272000,1,4,0
27273000,1,2,0
27274000,3,4,0
27275000,1,3,0
27276000,2,4,0
27277000,2,4,0
27278000,1,2,0
27279000,3,4,0
27280000,1,4,0
27281000,2,4,0
27282000,1,2,0
27283000,1,3,0
27284000,1,2,0
27285000,3,4,0
27286000,1,2,0
27287000,2,3,0
27288000,3,4,0
27289000,3,4,0
27290000,2,3,0
27291000,2,4,0
27292000,2,3,0
27293000,1,4,0
27294000,2,4,0
27295000,2,4,0
27296000,1,2,0
27297000,2,3,0
27298000,1,3,0
27299000,1,2,0
27300000,1,2,0
27301000,1,3,0
27302000,2,4,0
27303000,2,4,0
27304000,3,4,0
27305000,1,2,0
27306000,3,4,0
27307000,3,4,0
27308000,1,3,0
27309000,2,3,0
27310000,1,2,0
27311000,2,3,0
27312000,2,3,0
27313000,2,3,0
27314000,2,3,0
27315000,1,3,0
27316000,1,2,0
27317000,1,3,0
27318000,1,2,0
27319000,1,4,0
27320000,1,4,0
27321000,3,4,0
27322000,2,4,0
27323000,1,3,0
27324000,1,3,0
27325000,3,4,0
27326000,3,4,0
27327000,1,3,0
27328000,1,3,0
27329000,2,3,0
27330000,1,2,0
27331000,1,3,0
27332000,2,3,0
27333000,3,4,0
27334000,2,3,0
27335000,1,2,0
27336000,2,4,0
27337000,1,3,0
27338000,1,3,0
27339000,1,2,0
27340000,1,2,0
27341000,2,3,0
27342000,1,3,0
27343000,1,4,0
27344000,1,4,0
27345000,1,4,0
27346000,3,4,0
27347000,1,3,0
27348000,1,3,0
27349000,1,4,0
27350000,1,4,0
27351000,3,4,0
27352000,3,4,0
27353000,2,4,0
27354000,2,4,0
27355000,3,4,0
27356000,1,4,0
27357000,2,3,0
27358000,1,3,0
27359000,1,3,0
27360000,1,4,0
27361000,1,3,0
27362000,1,3,0
27363000,2,4,0
27364000,1,4,0
27365000,3,4,0
27366000,2,3,0
27367000,2,4,0
27368000,3,4,0
27369000,1,2,0
27370000,2,3,0
27371000,1,2,0
27372000,1,3,0
27373000,1,3,0
27374000,1,4,0
27375000,2,4,0
27376000,2,3,0
27377000,3,4,0
27378000,2,4,0
27379000,1,2,0
27380000,2,4,0
27381000,1,4,0
27382000,1,2,0
27383000,2,3,0
27384000,2,4,0
27385000,2,4,0
27386000,2,4,0
27387000,1,3,0
27388000,1,4,0
27389000,1,3,0
27390000,1,4,0
27391000,2,3,0
27392000,3,4,0
27393000,2,3,0
27394000,2,4,0
27395000,1,2,0
27396000,2,3,0
27397000,2,3,0
27398000,1,4,0
27399000,2,4,0
27400000,2,3,0
27401000,2,4,0
27402000,1,4,0
27403000,3,4,0
27404000,1,2,0
27405000,1,4,0
27406000,3,4,0
27407000,2,4,0
27408000,1,4,0
27409000,3,4,0
27410000,2,4,0
27411000,2,3,0
27412000,1,3,0
27413000,2,3,0
27414000,2,3,0
27415000,2,3,0
27416000,1,2,0
27417000,1,4,0
27418000,1,4,0
27419000,1,4,0
27420000,1,2,0
27421000,2,3,0
27422000,1,2,0
27423000,3,4,0
27424000,1,2,0
27425000,2,3,0
27426000,1,2,0
27427000,1,4,0
27428000,2,3,0
27429000,1,4,0
27430000,1,2,0
27431000,1,2,0
27432000,1,4,0
27433000,1,2,0
27434000,2,3,0
27435000,1,2,0
27436000,3,4,0
27437000,2,3,0
27438000,1,3,0
27439000,3,4,0
27440000,1,4,0
27441000,1,3,0
27442000,3,4,0
27443000,3,4,0
27444000,2,3,0
27445000,3,4,0
27446000,1,4,0
27447000,1,2,0
27448000,1,3,0
27449000,1,3,0
27450000,1,3,0
27451000,1,2,0
27452000,1,2,0
27453000,2,3,0
27454000,1,2,0
27455000,1,2,0
27456000,1,2,0
27457000,1,2,0
27458000,2,3,0
27459000,3,4,0
27460000,1,4,0
27461000,1,4,0
27462000,3,4,0
27463000,1,4,0
27464000,1,2,0
27465000,1,4,0
27466000,1,2,0
27467000,3,4,0
27468000,3,4,0
27469000,1,4,0
27470000,3,4,0
27471000,1,2,0
27472000,2,3,0
27473000,1,3,0
27474000,3,4,0
27475000,1,4,0
27476000,1,2,0
27477000,2,4,0
27478000,2,4,0
27479000,2,3,0
27480000,3,4,0
27481000,1,3,0
27482000,2,4,0
27483000,3,4,0
27484000,1,3,0
27485000,1,3,0
27486000,1,4,0
27487000,2,4,0
27488000,2,4,0
27489000,1,2,0
27490000,1,4,0
27491000,2,3,0
27492000,1,3,0
27493000,1,3,0
27494000,1,4,0
27495000,1,3,0
27496000,1,3,0
27497000,2,4,0
27498000,3,4,0
27499000,1,2,0
27500000,2,4,0
27501000,3,4,0
27502000,1,3,0
27503000,1,2,0
27504000,2,3,0
27505000,1,2,0
27506000,1,2,0
27507000,2,4,0
27508000,1,2,0
27509000,1,3,0
27510000,2,4,0
27511000,1,2,0
27512000,1,3,0
27513000,1,4,0
27514000,2,4,0
27515000,1,2,0
27516000,1,4,0
27517000,2,4,0
27518000,3,4,0
27519000,1,3,0
27520000,3,4,0
27521000,2,3,0
27522000,2,4,0
27523000,3,4,0
27524000,3,4,0
27525000,3,4,0
27526000,2,4,0
27527000,3,4,0
27528000,1,4,0
27529000,2,3,0
27530000,3,4,0
27531000,3,4,0
27532000,1,4,0
27533000,2,4,0
27534000,3,4,0
27535000,2,4,0
27536000,3,4,0
27537000,2,4,0
27538000,2,3,0
27539000,1,2,0
27540000,2,4,0
27541000,2,3,0
27542000,3,4,0
27543000,1,3,0
27544000,2,3,0
27545000,1,3,0
27546000,3,4,0
27547000,3,4,0
27548000,2,4,0
27549000,1,4,0
27550000,3,4,0
27551000,3,4,0
27552000,1,3,0
27553000,1,4,0
27554000,2,4,0
27555000,2,4,0
27556000,1,4,0
27557000,3,4,0
27558000,2,4,0
27559000,2,4,0
27560000,2,3,0
27561000,1,4,0
27562000,2,4,0
27563000,1,2,0
27564000,2,3,0
27565000,2,3,0
27566000,3,4,0
27567000,2,4,0
27568000,2,3,0
27569000,2,4,0
27570000,1,4,0
27571000,1,2,0
27572000,1,4,0
27573000,2,4,0
27574000,3,4,0
27575000,3,4,0
27576000,2,3,0
27577000,1,4,0
27578000,3,4,0
27579000,2,4,0
27580000,1,4,0
27581000,1,2,0
27582000,3,4,0
27583000,3,4,0
27584000,1,4,0
27585000,2,4,0
27586000,2,4,0
27587000,1,2,0
27588000,2,3,0
27589000,3,4,0
27590000,1,4,0
27591000,1,4,0
27592000,1,3,0
27593000,2,4,0
27594000,3,4,0
27595000,1,3,0
27596000,3,4,0
27597000,1,2,0
27598000,2,4,0
27599000,2,4,0
27600000,1,3,0
27601000,2,3,0
27602000,2,3,0
27603000,1,3,0
27604000,2,4,0
27605000,1,2,0
27606000,1,2,0
27607000,1,4,0
27608000,1,4,0
27609000,1,3,0
27610000,1,2,0
27611000,2,4,0
27612000,1,2,0
27613000,2,3,0
27614000,3,4,0
27615000,2,3,0
27616000,1,4,0
27617000,1,4,0
27618000,2,3,0
27619000,1,3,0
27620000,3,4,0
27621000,3,4,0
27622000,3,4,0
27623000,1,4,0
27624000,3,4,0
27625000,2,3,0
27626000,1,3,0
27627000,2,3,0
27628000,2,3,0
27629000,1,3,0
27630000,1,4,0
27631000,3,4,0
27632000,1,3,0
27633000,2,4,0
27634000,1,4,0
27635000,2,3,0
27636000,1,4,0
27637000,2,3,0
27638000,1,2,0
27639000,2,4,0
27640000,1,2,0
27641000,1,2,0
27642000,1,4,0
27643000,3,4,0
27644000,1,3,0
27645000,2,4,0
27646000,1,2,0
27647000,2,4,0
27648000,1,3,0
27649000,2,3,0
27650000,2,4,0
27651000,1,3,0
27652000,1,2,0
27653000,3,4,0
27654000,1,4,0
27655000,1,2,0
27656000,1,4,0
27657000,1,3,0
27658000,1,2,0
27659000,1,3,0
27660000,2,4,0
27661000,1,4,0
27662000,1,3,0
27663000,2,3,0
27664000,1,4,0
27665000,1,3,0
27666000,1,3,0
27667000,3,4,0
27668000,1,2,0
27669000,2,4,0
27670000,2,4,0
27671000,2,4,0
27672000,2,4,0
27673000,1,2,0
27674000,2,4,0
27675000,3,4,0
27676000,3,4,0
27677000,1,2,0
27678000,2,4,0
27679000,1,2,0
27680000,1,4,0
27681000,2,3,0
27682000,3,4,0
27683000,1,4,0
27684000,1,2,0
27685000,3,4,0
27686000,2,3,0
27687000,2,3,0
27688000,3,4,0
27689000,1,2,0
27690000,2,4,0
27691000,3,4,0
27692000,2,3,0
27693000,1,4,0
27694000,2,3,0
27695000,2,4,0
27696000,3,4,0
27697000,3,4,0
27698000,1,2,0
27699000,2,3,0
27700000,3,4,0
27701000,1,3,0
27702000,3,4,0
27703000,3,4,0
27704000,2,4,0
27705000,1,2,0
27706000,2,4,0
27707000,2,3,0
27708000,3,4,0
27709000,2,4,0
27710000,2,4,0
27711000,1,2,0
27712000,1,2,0
27713000,2,4,0
27714000,3,4,0
27715000,1,4,0
27716000,3,4,0
27717000,2,4,0
27718000,1,3,0
27719000,2,3,0
27720000,2,3,0
27721000,1,4,0
27722000,1,3,0
27723000,1,2,0
27724000,3,4,0
27725000,2,4,0
27726000,1,4,0
27727000,1,3,0
27728000,1,4,0
27729000,2,4,0
27730000,1,2,0
27731000,1,3,0
27732000,2,4,0
27733000,2,4,0
27734000,2,4,0
27735000,2,3,0
27736000,1,4,0
27737000,1,3,0
27738000,2,3,0
27739000,3,4,0
27740000,2,4,0
27741000,2,4,0
27742000,1,4,0
27743000,2,4,0
27744000,1,3,0
27745000,3,4,0
27746000,2,3,0
27747000,2,4,0
27748000,3,4,0
27749000,2,4,0
27750000,1,4,0
27751000,1,4,0
27752000,2,4,0
27753000,1,3,0
27754000,1,3,0
27755000,3,4,0
27756000,1,4,0
27757000,3,4,0
27758000,3,4,0
27759000,1,3,0
27760000,2,3,0
27761000,2,3,0
27762000,1,2,0
27763000,1,4,0
27764000,1,4,0
27765000,2,3,0
27766000,2,3,0
27767000,1,2,0
27768000,1,4,0
27769000,2,3,0
27770000,1,2,0
27771000,1,4,0
27772000,3,4,0
27773000,2,4,0
27774000,1,4,0
27775000,3,4,0
27776000,2,4,0
27777000,2,4,0
27778000,3,4,0
27779000,2,4,0
27780000,3,4,0
27781000,3,4,0
27782000,1,4,0
27783000,1,4,0
27784000,2,3,0
27785000,1,2,0
27786000,2,3,0
27787000,3,4,0
27788000,2,3,0
27789000,3,4,0
27790000,1,3,0
27791000,1,2,0
27792000,2,3,0
27793000,2,4,0
27794000,2,3,0
27795000,2,3,0
27796000,2,4,0
27797000,2,3,0
27798000,1,3,0
27799000,1,3,0
27800000,2,3,0
27801000,2,3,0
27802000,1,3,0
27803000,2,3,0
27804000,3,4,0
27805000,1,3,0
27806000,2,4,0
27807000,1,4,0
27808000,2,4,0
27809000,2,3,0
27810000,1,4,0
27811000,1,2,0
27812000,2,4,0
27813000,2,4,0
27814000,2,4,0
27815000,1,3,0
27816000,3,4,0
27817000,3,4,0
27818000,2,4,0
27819000,3,4,0
27820000,1,2,0
27821000,1,3,0
27822000,1,3,0
27823000,3,4,0
27824000,1,3,0
27825000,3,4,0
27826000,1,4,0
27827000,1,3,0
27828000,2,3,0
27829000,2,4,0
27830000,3,4,0
27831000,1,2,0
27832000,2,4,0
27833000,1,2,0
27834000,1,3,0
27835000,1,3,0
27836000,1,2,0
27837000,1,3,0
27838000,3,4,0
27839000,3,4,0
27840000,2,4,0
27841000,1,3,0
27842000,2,3,0
27843000,1,4,0
27844000,2,3,0
27845000,1,2,0
27846000,1,2,0
27847000,2,4,0
27848000,2,4,0
27849000,3,4,0
27850000,3,4,0
27851000,1,4,0
27852000,1,2,0
27853000,2,4,0
27854000,3,4,0
27855000,1,4,0
27856000,1,3,0
27857000,2,4,0
27858000,1,4,0
27859000,1,3,0
27860000,2,4,0
27861000,1,2,0
27862000,2,4,0
27863000,2,4,0
27864000,2,4,0
27865000,3,4,0
27866000,1,3,0
27867000,1,2,0
27868000,2,3,0
27869000,1,3,0
27870000,1,2,0
27871000,1,2,0
27872000,1,3,0
27873000,2,4,0
27874000,1,4,0
27875000,3,4,0
27876000,1,3,0
27877000,2,3,0
27878000,2,3,0
27879000,1,2,0
27880000,1,3,0
27881000,2,3,0
27882000,3,4,0
27883000,1,2,0
27884000,2,4,0
27885000,1,4,0
27886000,1,2,0
27887000,2,4,0
27888000,1,4,0
27889000,2,3,0
27890000,2,3,0
27891000,2,4,0
27892000,3,4,0
27893000,3,4,0
27894000,2,4,0
27895000,1,4,0
27896000,2,4,0
27897000,2,4,0
27898000,2,3,0
27899000,1,2,0
27900000,3,4,0
27901000,1,2,0
27902000,3,4,0
27903000,2,4,0
27904000,1,3,0
27905000,3,4,0
27906000,1,3,0
27907000,2,3,0
27908000,1,4,0
27909000,2,3,0
27910000,1,4,0
27911000,1,4,0
27912000,2,4,0
27913000,2,3,0
27914000,1,2,0
27915000,1,3,0
27916000,1,3,0
27917000,1,4,0
27918000,3,4,0
27919000,1,2,0
27920000,2,3,0
27921000,1,2,0
27922000,1,3,0
27923000,1,2,0
27924000,1,2,0
27925000,2,3,0
27926000,1,3,0
27927000,1,2,0
27928000,1,4,0
27929000,2,3,0
27930000,1,3,0
27931000,3,4,0
27932000,3,4,0
27933000,2,3,0
27934000,1,4,0
27935000,1,4,0
27936000,2,4,0
27937000,2,3,0
27938000,2,3,0
27939000,2,3,0
27940000,2,4,0
27941000,3,4,0
27942000,1,4,0
27943000,1,2,0
27944000,1,2,0
27945000,1,2,0
27946000,3,4,0
27947000,2,4,0
27948000,2,4,0
27949000,1,2,0
27950000,1,4,0
27951000,1,2,0
27952000,1,2,0
27953000,2,3,0
27954000,1,4,0
27955000,2,4,0
27956000,1,4,0
27957000,1,4,0
27958000,1,2,0
27959000,1,3,0
27960000,2,4,0
27961000,1,3,0
27962000,2,3,0
27963000,1,3,0
27964000,2,3,0
27965000,1,3,0
27966000,3,4,0
27967000,3,4,0
27968000,2,4,0
27969000,1,2,0
27970000,2,4,0
27971000,1,3,0
27972000,1,4,0
27973000,2,3,0
27974000,2,4,0
27975000,1,3,0
27976000,2,4,0
27977000,1,2,0
27978000,2,3,0
27979000,3,4,0
27980000,2,3,0
27981000,2,4,0
27982000,2,4,0
27983000,3,4,0
27984000,1,3,0
27985000,1,2,0
27986000,1,3,0
27987000,3,4,0
27988000,1,2,0
27989000,1,3,0
27990000,1,3,0
27991000,1,4,0
27992000,1,2,0
27993000,1,4,0
27994000,1,2,0
27995000,1,4,0
27996000,2,3,0
27997000,1,2,0
27998000,1,2,0
27999000,1,2,0
28000000,2,4,0
28001000,2,3,0
28002000,1,4,0
28003000,1,4,0
28004000,1,2,0
28005000,3,4,0
28006000,2,3,0
28007000,3,4,0
28008000,1,2,0
28009000,1,2,0
28010000,2,3,0
28011000,3,4,0
28012000,2,3,0
28013000,2,3,0
28014000,2,4,0
28015000,1,4,0
28016000,1,4,0
28017000,1,2,0
28018000,1,3,0
28019000,1,3,0
28020000,1,2,0
28021000,1,4,0
28022000,3,4,0
28023000,1,4,0
28024000,1,3,0
28025000,1,3,0
28026000,1,4,0
28027000,3,4,0
28028000,1,2,0
28029000,1,3,0
28030000,3,4,0
28031000,1,2,0
28032000,1,2,0
28033000,1,2,0
28034000,1,2,0
28035000,1,4,0
28036000,3,4,0
28037000,2,3,0
28038000,2,4,0
28039000,1,3,0
28040000,2,3,0
28041000,3,4,0
28042000,1,4,0
28043000,1,4,0
28044000,1,2,0
28045000,1,2,0
28046000,1,3,0
28047000,2,3,0
28048000,2,4,0
28049000,1,2,0
28050000,3,4,0
28051000,1,4,0
28052000,2,3,0
28053000,1,3,0
28054000,1,4,0
28055000,1,2,0
28056000,1,4,0
28057000,1,4,0
28058000,1,3,0
28059000,2,3,0
28060000,2,4,0
28061000,1,4,0
28062000,3,4,0
28063000,1,4,0
28064000,1,2,0
28065000,1,4,0
28066000,2,3,0
28067000,1,3,0
28068000,2,4,0
28069000,1,2,0
28070000,2,3,0
28071000,1,4,0
28072000,1,4,0
28073000,2,4,0
28074000,3,4,0
28075000,2,3,0
28076000,1,2,0
28077000,1,4,0
28078000,2,4,0
28079000,3,4,0
28080000,3,4,0
28081000,2,3,0
28082000,2,3,0
28083000,2,4,0
28084000,1,4,0
28085000,2,3,0
28086000,1,2,0
28087000,1,4,0
28088000,3,4,0
28089000,2,4,0
28090000,1,4,0
28091000,2,3,0
28092000,1,2,0
28093000,1,4,0
28094000,2,3,0
28095000,2,4,0
28096000,3,4,0
28097000,1,3,0
28098000,2,4,0
28099000,3,4,0
28100000,2,4,0
28101000,1,4,0
28102000,3,4,0
28103000,2,3,0
28104000,1,4,0
28105000,1,3,0
28106000,3,4,0
28107000,1,3,0
28108000,2,4,0
28109000,1,4,0
28110000,3,4,0
28111000,1,2,0
28112000,1,3,0
28113000,1,3,0
28114000,1,4,0
28115000,2,3,0
28116000,1,3,0
28117000,1,2,0
28118000,2,4,0
28119000,2,4,0
28120000,2,4,0
28121000,2,3,0
28122000,1,2,0
28123000,3,4,0
28124000,2,3,0
28125000,2,4,0
28126000,1,2,0
28127000,2,3,0
28128000,1,4,0
28129000,1,3,0
28130000,1,3,0
28131000,1,2,0
28132000,1,3,0
28133000,2,3,0
28134000,2,4,0
28135000,3,4,0
28136000,2,4,0
28137000,1,3,0
28138000,2,4,0
28139000,3,4,0
28140000,2,4,0
28141000,3,4,0
28142000,1,4,0
28143000,2,3,0
28144000,1,4,0
28145000,1,4,0
28146000,1,4,0
28147000,3,4,0
28148000,3,4,0
28149000,2,3,0
28150000,1,2,0
28151000,1,2,0
28152000,2,3,0
28153000,3,4,0
28154000,2,4,0
28155000,2,3,0
28156000,1,4,0
28157000,2,4,0
28158000,1,2,0
28159000,1,2,0
28160000,1,4,0
28161000,1,2,0
28162000,1,2,0
28163000,1,2,0
28164000,2,3,0
28165000,2,3,0
28166000,2,3,0
28167000,2,4,0
28168000,1,3,0
28169000,2,4,0
28170000,1,3,0
28171000,2,3,0
28172000,1,3,0
28173000,3,4,0
28174000,2,3,0
28175000,1,3,0
28176000,1,4,0
28177000,3,4,0
28178000,3,4,0
28179000,3,4,0
28180000,3,4,0
28181000,3,4,0
28182000,3,4,0
28183000,1,3,0
28184000,1,3,0
28185000,2,3,0
28186000,2,3,0
28187000,3,4,0
28188000,1,3,0
28189000,3,4,0
28190000,1,2,0
28191000,3,4,0
28192000,2,4,0
28193000,1,4,0
28194000,3,4,0
28195000,1,4,0
28196000,1,2,0
28197000,2,3,0
28198000,2,3,0
28199000,2,4,0
28200000,2,4,0
28201000,1,2,0
28202000,1,3,0
28203000,1,4,0
28204000,2,3,0
28205000,1,2,0
28206000,2,4,0
28207000,2,3,0
28208000,2,4,0
28209000,1,3,0
28210000,1,4,0
28211000,2,3,0
28212000,2,4,0
28213000,1,3,0
28214000,2,4,0
28215000,2,4,0
28216000,3,4,0
28217000,2,3,0
28218000,1,4,0
28219000,1,3,0
28220000,2,3,0
28221000,2,3,0
28222000,1,3,0
28223000,1,3,0
28224000,2,3,0
28225000,2,4,0
28226000,2,4,0
28227000,1,2,0
28228000,2,4,0
28229000,1,4,0
28230000,1,4,0
28231000,1,2,0
28232000,2,4,0
28233000,2,4,0
28234000,1,2,0
28235000,2,3,0
28236000,1,3,0
28237000,1,3,0
28238000,3,4,0
28239000,2,3,0
28240000,3,4,0
28241000,1,2,0
28242000,3,4,0
28243000,1,2,0
28244000,1,2,0
28245000,2,4,0
28246000,1,4,0
28247000,3,4,0
28248000,2,4,0
28249000,2,4,0
28250000,2,4,0
28251000,1,2,0
28252000,2,4,0
28253000,2,3,0
28254000,2,4,0
28255000,2,3,0
28256000,2,4,0
28257000,1,3,0
28258000,3,4,0
28259000,1,3,0
28260000,1,2,0
28261000,1,3,0
28262000,3,4,0
28263000,2,4,0
28264000,1,2,0
28265000,1,3,0
28266000,1,4,0
28267000,1,3,0
28268000,1,3,0
28269000,1,3,0
28270000,3,4,0
28271000,2,3,0
28272000,3,4,0
28273000,3,4,0
28274000,1,2,0
28275000,3,4,0
28276000,2,4,0
28277000,1,2,0
28278000,2,4,0
28279000,1,2,0
28280000,1,3,0
28281000,1,2,0
28282000,1,3,0
28283000,1,4,0
28284000,2,4,0
28285000,1,2,0
28286000,1,3,0
28287000,2,4,0
28288000,1,3,0
28289000,3,4,0
28290000,1,4,0
28291000,2,3,0
28292000,2,4,0
28293000,1,3,0
28294000,2,3,0
28295000,1,2,0
28296000,2,4,0
28297000,2,4,0
28298000,1,2,0
28299000,3,4,0
28300000,1,3,0
28301000,1,4,0
28302000,3,4,0
28303000,2,3,0
28304000,1,2,0
28305000,2,3,0
28306000,2,4,0
28307000,3,4,0
28308000,2,3,0
28309000,1,4,0
28310000,2,3,0
28311000,1,4,0
28312000,2,3,0
28313000,2,4,0
28314000,2,3,0
28315000,1,2,0
28316000,3,4,0
28317000,1,4,0
28318000,1,3,0
28319000,3,4,0
28320000,2,4,0
28321000,1,4,0
28322000,1,3,0
28323000,2,4,0
28324000,3,4,0
28325000,1,2,0
28326000,2,3,0
28327000,2,3,0
28328000,1,2,0
28329000,1,4,0
28330000,1,3,0
28331000,2,3,0
28332000,1,2,0
28333000,3,4,0
28334000,3,4,0
28335000,1,2,0
28336000,1,3,0
28337000,1,4,0
28338000,1,3,0
28339000,1,2,0
28340000,1,3,0
28341000,1,4,0
28342000,1,2,0
28343000,1,4,0
28344000,3,4,0
28345000,2,3,0
28346000,1,4,0
28347000,2,3,0
28348000,2,3,0
28349000,1,4,0
28350000,2,3,0
28351000,1,2,0
28352000,2,4,0
28353000,2,4,0
28354000,1,2,0
28355000,2,3,0
28356000,3,4,0
28357000,2,4,0
28358000,2,4,0
28359000,1,4,0
28360000,2,4,0
28361000,3,4,0
28362000,1,2,0
28363000,1,2,0
28364000,2,3,0
28365000,2,3,0
28366000,2,4,0
28367000,2,3,0
28368000,2,3,0
28369000,1,2,0
28370000,2,3,0
28371000,1,4,0
28372000,2,3,0
28373000,1,2,0
28374000,2,3,0
28375000,1,2,0
28376000,2,3,0
28377000,2,4,0
28378000,1,4,0
28379000,3,4,0
28380000,2,4,0
28381000,2,3,0
28382000,2,3,0
28383000,1,3,0
28384000,1,3,0
28385000,2,3,0
28386000,1,4,0
28387000,1,4,0
28388000,1,2,0
28389000,3,4,0
28390000,1,3,0
28391000,3,4,0
28392000,2,3,0
28393000,1,2,0
28394000,1,4,0
28395000,1,2,0
28396000,1,3,0
28397000,2,4,0
28398000,3,4,0
28399000,3,4,0
28400000,1,4,0
28401000,2,3,0
28402000,1,3,0
28403000,1,3,0
28404000,1,4,0
28405000,1,4,0
28406000,3,4,0
28407000,3,4,0
28408000,1,3,0
28409000,2,3,0
28410000,1,2,0
28411000,1,3,0
28412000,1,2,0
28413000,3,4,0
28414000,2,3,0
28415000,3,4,0
28416000,3,4,0
28417000,1,4,0
28418000,1,4,0
28419000,1,2,0
28420000,2,4,0
28421000,2,3,0
28422000,1,2,0
28423000,1,3,0
28424000,1,4,0
28425000,1,2,0
28426000,2,3,0
28427000,1,4,0
28428000,1,2,0
28429000,1,4,0
28430000,1,4,0
28431000,2,3,0
28432000,1,3,0
28433000,2,4,0
28434000,1,3,0
28435000,3,4,0
28436000,2,3,0
28437000,1,2,0
28438000,3,4,0
28439000,1,3,0
28440000,1,4,0
28441000,1,3,0
28442000,1,3,0
28443000,1,2,0
28444000,1,3,0
28445000,1,3,0
28446000,3,4,0
28447000,1,3,0
28448000,2,3,0
28449000,2,4,0
28450000,1,2,0
28451000,1,3,0
28452000,2,4,0
28453000,3,4,0
28454000,2,4,0
28455000,3,4,0
28456000,1,4,0
28457000,2,4,0
28458000,1,2,0
28459000,1,4,0
28460000,2,3,0
28461000,1,2,0
28462000,1,4,0
28463000,1,4,0
28464000,3,4,0
28465000,1,2,0
28466000,2,3,0
28467000,2,4,0
28468000,2,3,0
28469000,1,2,0
28470000,2,4,0
28471000,3,4,0
28472000,2,3,0
28473000,3,4,0
28474000,1,4,0
28475000,1,4,0
28476000,1,2,0
28477000,3,4,0
28478000,1,3,0
28479000,2,3,0
28480000,1,3,0
28481000,2,3,0
28482000,2,3,0
28483000,2,3,0
28484000,2,3,0
28485000,1,4,0
28486000,2,3,0
28487000,1,3,0
28488000,2,3,0
28489000,2,4,0
28490000,3,4,0
28491000,2,3,0
28492000,1,3,0
28493000,3,4,0
28494000,2,3,0
28495000,1,4,0
28496000,2,4,0
28497000,2,4,0
28498000,3,4,0
28499000,1,3,0
28500000,1,2,0
28501000,1,4,0
28502000,1,2,0
28503000,1,2,0
28504000,1,3,0
28505000,2,3,0
28506000,1,2,0
28507000,1,4,0
28508000,1,4,0
28509000,1,3,0
28510000,3,4,0
28511000,1,2,0
28512000,1,3,0
28513000,3,4,0
28514000,1,4,0
28515000,1,4,0
28516000,2,3,0
28517000,1,3,0
28518000,2,4,0
28519000,2,3,0
28520000,2,3,0
28521000,3,4,0
28522000,1,4,0
28523000,3,4,0
28524000,2,4,0
28525000,1,3,0
28526000,1,2,0
28527000,1,4,0
28528000,2,3,0
28529000,1,3,0
28530000,1,2,0
28531000,2,3,0
28532000,1,3,0
28533000,1,4,0
28534000,3,4,0
28535000,3,4,0
28536000,1,3,0
28537000,2,3,0
28538000,1,4,0
28539000,1,4,0
28540000,1,4,0
28541000,3,4,0
28542000,1,2,0
28543000,1,2,0
28544000,2,4,0
28545000,2,3,0
28546000,2,4,0
28547000,1,4,0
28548000,1,4,0
